20201118,工业园区,湖西CBD,高楼层采光无遮挡，视野开阔，三房朝南，精装保养好新上,858万,高楼层(共27层)                                                3室2厅 | 155.85平米                                  | 南 北,https://ke-image.ljcdn.com/110000-inspection/pc1_2kURVgTCe_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,湖西CBD,加城花园方正大四房 星海教育 有车位,928万,中楼层(共17层)                                                4室2厅 | 153.98平米                                  | 南,https://ke-image.ljcdn.com/110000-inspection/pc1_zKxdC3LYh_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,湖西CBD,此房满5年，小区中高层位置，格局方正，全天采光,690万,中楼层(共24层)                                                2室2厅 | 98平米                                  | 南,https://ke-image.ljcdn.com/110000-inspection/pc1_8oB0Zdrb6_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,湖西CBD,湖西CBD区域 星海地铁口 新加花园 好房出售！！,520万,低楼层(共6层)                                                2室2厅 | 85平米                                  | 南,https://ke-image.ljcdn.com/110000-inspection/pc1_bh2kylpP0_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,湖西CBD,新城花园朝南两房带电梯 房东低价出售,360万,中楼层(共11层)                                                2室2厅 | 86平米                                  | 南,https://ke-image.ljcdn.com/110000-inspection/pc1_0IBpyQqXj_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,湖西CBD,加城花园大四房满五年，百米楼间距，田园风格清新自在,928万,低楼层(共29层)                                                4室2厅 | 180平米                                  | 南,https://ke-image.ljcdn.com/110000-inspection/pc1_qIqQTLpXZ_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,湖西CBD,小区好位置 好楼层 好户型 保养好 自住 诚意卖,688万,中楼层(共10层)                                                3室2厅 | 141.53平米                                  | 南,https://ke-image.ljcdn.com/110000-inspection/pc1_INXtQMo2S_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,湖西CBD,湖西低密度高品质小区 别墅区内仅有的洋房,1026万,低楼层(共8层)                                                3室2厅 | 170.94平米                                  | 东 南,https://ke-image.ljcdn.com/110000-inspection/pc1_QlvNSEkDg_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,湖西CBD,此房满5年，小区中高层位置，格局方正，全天采光。,768万,低楼层(共11层)                                                3室2厅 | 121.56平米                                  | 南,https://ke-image.ljcdn.com/110000-inspection/pc1_IPPshKeTc_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,湖西CBD,馨都广场 3室2厅 南,700万,低楼层(共6层)                                                3室2厅 | 110平米                                  | 南,https://ke-image.ljcdn.com/110000-inspection/pc1_2GPYWMmhy_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,湖西CBD,湖西CBD 星海人家 满5年 精装三房 诚意出售,680万,低楼层(共16层)                                                3室2厅 | 136.38平米                                  | 南 西,https://ke-image.ljcdn.com/110000-inspection/pc1_ZBNwpq9jX_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,湖西CBD,东方之门  标准一室一厅   湖景房,345万,高楼层(共67层)                                                1室1厅 | 101.93平米                                  | 南,https://ke-image.ljcdn.com/110000-inspection/pc1_GcDZMvcKj_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,湖西CBD,环球188、精装修，大一房，中层景观,500万,中楼层(共56层)                                                1室2厅 | 86平米                                  | 西,https://ke-image.ljcdn.com/110000-inspection/pc1_tdkmrTORw_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,湖西CBD,环球财富广场  70产权住宅 开发商统装 价格可谈,575万,高楼层(共56层)                                                2室2厅 | 94.8平米                                  | 西,https://ke-image.ljcdn.com/110000-inspection/pc1_vTBBdABZI_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,湖西CBD,此房是铂金公寓罕见朝东一房，户型方正,420万,高楼层(共24层)                                                1室1厅 | 75.02平米                                  | 东,https://ke-image.ljcdn.com/110000-inspection/pc1_NKGJSZj2h_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,湖西CBD,师惠满五唯一，星海品质小区，业主诚意出售,888万,中楼层(共11层)                                                3室2厅 | 147.12平米                                  | 南,https://ke-image.ljcdn.com/110000-inspection/pc1_D1AkvjOK8_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,湖西CBD,环球188经典三房 下楼地铁 管家式服务 双星海,715万,中楼层(共56层)                                                3室2厅 | 156.17平米                                  | 南,https://ke-image.ljcdn.com/320500-inspection/pc1_tZS6bH8hs_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,湖西CBD,店长力荐：百米楼间距，阳光充足；田园风格，清新自在,845万,中楼层(共33层)                                                3室2厅 | 144平米                                  | 南,https://ke-image.ljcdn.com/110000-inspection/pc1_eLtl1BUQ7_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,湖西CBD,一览古城风景， 方正户型，苏州的名片,840万,中楼层(共82层)                                                2室1厅 | 159.23平米                                  | 西,https://ke-image.ljcdn.com/110000-inspection/pc1_p82jnduCI_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,湖西CBD,星海大复式，3层，带露台，已隔成两套，满五年唯一。,1150万,高楼层(共25层)                                                5室2厅 | 227平米                                  | 南,https://ke-image.ljcdn.com/110000-inspection/pc1_W97j8zSRj_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,湖西CBD,师惠花苑平层大三房保养好业主诚意出售欢迎咨询,830万,高楼层(共11层)                                                3室2厅 | 130.88平米                                  | 南,https://ke-image.ljcdn.com/110000-inspection/pc1_MueJrnxac_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,湖西CBD,加城花园 XINGHAI大三房（3+1）精装修 有车位,855万,低楼层(共10层)                                                3室2厅 | 143平米                                  | 南,https://ke-image.ljcdn.com/110000-inspection/pc1_BDXiSWtnr_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,湖西CBD,都市花园东区大四房电梯二楼，满五唯一，诚意出售,810万,低楼层(共9层)                                                4室2厅 | 164.22平米                                  | 南,https://ke-image.ljcdn.com/110000-inspection/pc1_kqst9dr0H_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,湖西CBD,中间楼层 视野开阔 采光佳 交通便利 配套完善,670万,低楼层(共56层)                                                3室2厅 | 155.26平米                                  | 东北,https://ke-image.ljcdn.com/110000-inspection/pc1_yEPrrxMdZ_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,湖西CBD,新城花园（工业园区） 3室2厅 南,520万,高楼层(共11层)                                                3室2厅 | 136平米                                  | 南,https://ke-image.ljcdn.com/110000-inspection/pc1_QtnR4iqO8_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,湖西CBD,安静位置 中间楼层 保养好 全明 诚意卖,336万,中楼层(共5层)                                                2室2厅 | 78.3平米                                  | 南,https://ke-image.ljcdn.com/110000-inspection/pc1_X5qFugFhL_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,湖西CBD,新城花园全新精装三房， 小区中间，业主置换，诚售,460万,中楼层(共5层)                                                3室2厅 | 105.98平米                                  | 南,https://ke-image.ljcdn.com/110000-inspection/pc1_1NG6HYFEe_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,湖西CBD,金鸡湖边  正气两房 好位置 好楼层 诚意卖,550万,低楼层(共22层)                                                2室2厅 | 112.75平米                                  | 南,https://ke-image.ljcdn.com/110000-inspection/pc1_AAytnY74v_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,湖西CBD,全新装修，全屋带地暖，通透户型，诚意出售,750万,中楼层(共6层)                                                3室2厅 | 110平米                                  | 南 北,https://ke-image.ljcdn.com/110000-inspection/pc1_F0POzHM5G_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,湖西CBD,星湾 总价低一房 23年可用 轨交出口,399万,中楼层(共20层)                                                1室1厅 | 69.7平米                                  | 西南,https://ke-image.ljcdn.com/320500-inspection/pc1_Iov7EjljQ_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,湖西CBD,加城花园一楼带大花园 全天采光 实际面积大,980万,低楼层(共29层)                                                4室2厅 | 180平米                                  | 南,https://ke-image.ljcdn.com/320500-inspection/prod-7474df7a-a229-4136-9b93-0a545d966ff5.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,湖西CBD,南北格局全明户型，楼层高，视野佳可看金鸡湖！,819万,高楼层(共18层)                                                3室2厅 | 147.52平米                                  | 南,https://ke-image.ljcdn.com/110000-inspection/pc1_LLPGaWNsJ_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,湖西CBD,全湖景 宽进高层品质公寓 苏州center,1000万,中楼层(共47层)                                                2室1厅 | 178.59平米                                  | 东南,https://ke-image.ljcdn.com/320500-inspection/pc1_gPsbkcrNY_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,湖西CBD,满五唯一，装修保养好的大三房，看房方便,888万,低楼层(共24层)                                                3室2厅 | 140.04平米                                  | 南 北,https://ke-image.ljcdn.com/110000-inspection/pc1_JXdUc1vRd_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,湖西CBD,星湾大平层，4+1房，河边位置好，电梯房,820万,低楼层(共13层)                                                4室2厅 | 178平米                                  | 南,https://ke-image.ljcdn.com/110000-inspection/pc1_DWoxNu4IU_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,湖西CBD,湖西 精装修正三房，拎包入住，安静位置,475万,中楼层(共5层)                                                3室2厅 | 109平米                                  | 南,https://ke-image.ljcdn.com/110000-inspection/pc1_etf5Mj1mq_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,湖西CBD,小区中间 安静不吵  采光刺眼 保养好 看房方便,555万,中楼层(共5层)                                                3室2厅 | 104平米                                  | 南,https://ke-image.ljcdn.com/110000-inspection/pc1_4qgZLXZM6_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,湖西CBD,新加花园通透大2居，二次装修，业主诚售,480万,中楼层(共6层)                                                2室2厅 | 84.4平米                                  | 南,https://ke-image.ljcdn.com/110000-inspection/pc1_Ecyirvq1L_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,湖西CBD,苏州8号 新风系统加地暖  诚意出售,565万,高楼层(共47层)                                                1室1厅 | 110.96平米                                  | 西,https://ke-image.ljcdn.com/110000-inspection/pc1_sY9iNUeAP_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,湖西CBD,环球188 1室2厅 南,578万,中楼层(共56层)                                                1室2厅 | 84.12平米                                  | 南,https://ke-image.ljcdn.com/110000-inspection/pc1_3woV6EWbA_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,湖西CBD,湖西大三房，楼层高，采光视野无任何遮挡,850万,高楼层(共27层)                                                3室2厅 | 164.6平米                                  | 南 北,https://ke-image.ljcdn.com/110000-inspection/pc1_XJlJcGSoJ_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20201118,工业园区,湖西CBD,精装朝南两房  高层视野好 采光好,678万,高楼层(共56层)                                                2室2厅 | 124.6平米                                  | 南,https://ke-image.ljcdn.com/110000-inspection/pc1_i8NFWhNQj_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
